76.10, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.87, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.87, -1000.00, -1000.00, 75.76, -1000.00
76.10, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.76, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.87, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
76.10, -1000.00, -1000.00, 75.65, -1000.00
75.99, -1000.00, -1000.00, 75.65, -1000.00
